number,Sex,Age,Rating date,Traveled date,Seat comfort,Customer service,Cleanliness,Food and Beverage,Legroom,In-flight entertainment,Value for money,Check-in and Boarding,Area,Cabin,Route
1711,M,50-64,18/1/2018,17-Apr,1,4,3,2,1,3,2,2,International,Economy,Auckland - Los Angeles
1712,M,50-64,18/1/2018,17-Jun,1,3,2,2,2,1,1,1,Domestic,Economy,New York City - Dallas
1713,F,65+,18/1/2018,17-Dec,3,5,4,3,3,3,4,4,Domestic,Economy,Philadelphia - New Orleans
1714,M,65+,18/1/2018,17-Dec,3,3,4,3,4,3,3,2,Domestic,Economy,Seattle - West Palm Beach
1715,F,65+,18/1/2018,18-Jan,1,1,2,1,1,1,1,1,Domestic,Economy,Philadelphia - Orlando
1716,F,35-49,18/1/2018,18-Jan,3,4,4,4,3,4,4,4,International,Economy,Dublin - Philadelphia
1717,M,65+,17/1/2018,18-Jan,2,3,3,2,3,3,3,3,International,Economy,Dallas - Amman
1718,M,65+,17/1/2018,17-Nov,1,1,2,1,1,1,1,1,Domestic,First Class,Greenville - Dallas
1719,M,65+,17/1/2018,17-Dec,4,5,4,4,3,4,4,5,Domestic,Economy,Philadelphia - Miami
1720,M,35-49,17/1/2018,18-Jan,4,4,4,4,3,4,4,3,Domestic,Economy,Phoenix - Maui
1721,M,35-49,17/1/2018,17-Jun,4,4,4,4,4,4,4,3,Domestic,Economy,New York City - Los Angeles
1722,F,50-64,17/1/2018,17-Sep,4,4,4,4,5,4,4,4,Domestic,Economy,Los Angeles - Miami
1723,F,50-64,17/1/2018,17-Nov,3,3,4,3,3,3,3,4,Domestic,Economy,Buffalo - Charlotte
1724,M,50-64,17/1/2018,17-Dec,4,4,3,4,4,1,4,4,Domestic,First Class,Orlando - Phoenix
1725,F,50-64,17/1/2018,18-Jan,4,2,3,3,3,4,3,3,International,Economy,Rome - Philadelphia
1726,M,35-49,17/1/2018,17-Dec,4,3,4,3,4,4,3,4,Domestic,Economy,San Antonio - Chicago
1727,F,65+,17/1/2018,17-Oct,1,2,2,1,1,3,3,2,Domestic,Economy,Fort Myers - Austin
1728,F,35-49,17/1/2018,17-Dec,4,4,4,3,4,3,4,4,Domestic,Economy,Washington DC - Kansas City
1729,M,50-64,16/1/2018,17-Dec,5,5,4,4,5,3,4,4,International,First Class,Dallas - Hong Kong
1730,F,50-64,16/1/2018,18-Jan,3,3,4,3,3,5,2,3,International,Economy,San Juan - Chicago
1731,M,65+,16/1/2018,18-Jan,1,2,4,3,1,3,3,3,International,Economy,Los Angeles - Auckland
1732,M,50-64,16/1/2018,18-Jan,3,4,4,4,3,4,3,4,Domestic,Economy,Orlando - San Francisco
1733,M,65+,16/1/2018,18-Jan,5,5,5,5,5,5,4,5,International,Business Class,Milan - Miami
1734,F,50-64,16/1/2018,18-Jan,4,4,4,3,3,3,3,4,Caribbean,Business Class,Denver - Grand Cayman
1735,F,50-64,16/1/2018,18-Jan,2,4,3,3,3,1,3,2,International,Economy,Montego Bay - Indianapolis
1736,M,35-49,16/1/2018,18-Jan,4,4,5,3,4,1,3,5,Domestic,Economy,Sacramento - Phoenix
1737,F,35-49,16/1/2018,18-Jan,3,3,4,3,2,1,4,5,Domestic,Economy,Chicago - San Jose
1738,F,50-64,16/1/2018,18-Jan,2,1,2,1,1,1,1,1,Domestic,Economy,Maui - Austin
1739,M,50-64,16/1/2018,18-Jan,4,4,4,4,4,4,3,4,Domestic,Economy,Dallas - Miami
1740,M,35-49,15/1/2018,17-Dec,3,3,3,1,4,1,3,3,Caribbean,Business Class,Philadelphia - Havana
1741,F,35-49,15/1/2018,18-Jan,1,1,5,1,5,4,1,5,Domestic,Economy,Fort Myers - Dallas
1742,M,65+,15/1/2018,18-Jan,1,1,3,1,2,1,1,1,Domestic,Economy,Sacramento - Miami
1743,F,50-64,15/1/2018,18-Jan,3,4,3,3,3,4,4,4,International,Economy,Boise - London
1744,F,50-64,15/1/2018,,3,4,4,4,3,1,5,4,Domestic,Economy,Charlotte - Dallas
1745,M,50-64,15/1/2018,18-Jan,3,4,3,3,3,2,3,4,Domestic,Economy,Phoenix - Maui
1746,M,50-64,15/1/2018,18-Jan,4,4,4,3,3,1,3,4,Domestic,Economy,Austin - Phoenix
1747,F,35-49,15/1/2018,18-Jan,5,1,3,2,5,3,3,3,International,Business Class,Dallas - London
1748,M,65+,15/1/2018,,3,3,4,3,3,4,3,4,Domestic,Economy,Seattle - Charleston
1749,M,35-49,15/1/2018,17-Dec,3,4,4,3,3,3,5,5,USA,Economy,Vancouver - Los Angeles
1750,F,35-49,15/1/2018,17-Dec,5,5,5,4,5,5,5,5,Domestic,Economy,Los Angeles - New York City
1751,F,50-64,15/1/2018,18-Jan,3,2,3,1,5,2,2,3,Domestic,First Class,Fort Lauderdale - Dallas
1752,M,50-64,15/1/2018,18-Jan,4,4,4,4,4,4,3,4,International,Business Class,Fort Myers - Manchester
1753,F,50-64,15/1/2018,17-Dec,4,4,4,3,4,2,1,4,Domestic,Economy,Denver - Fort Walton Beach
1754,M,50-64,14/1/2018,18-Jan,4,4,4,3,4,1,4,5,Domestic,Business Class,Phoenix - Kailua-Kona
1755,M,65+,14/1/2018,18-Jan,2,3,3,3,2,2,3,3,Domestic,Economy,Phoenix - Atlanta
1756,F,35-49,14/1/2018,18-Jan,2,2,3,3,2,1,3,3,International,Economy,Ontario - London
1757,F,50-64,14/1/2018,17-Dec,5,5,5,5,5,5,5,5,Canada,First Class,Tucson - Toronto
1758,M,50-64,14/1/2018,18-Jan,5,5,5,5,5,5,5,5,International,Business Class,Munich - Philadelphia
1759,M,50-64,14/1/2018,18-Jan,5,4,5,4,5,4,4,4,Caribbean,First Class,Charlotte - Montego Bay
1760,M,35-49,14/1/2018,17-Dec,4,4,4,4,5,4,3,4,International,Economy,Chicago - London
1761,M,65+,13/1/2018,18-Jan,3,3,4,3,3,3,3,5,International,Economy,Washington DC - Venice
1762,F,65+,13/1/2018,17-Dec,4,4,3,2,4,2,2,4,Domestic,Economy,Birmingham - Phoenix
1763,M,50-64,13/1/2018,18-Jan,3,3,3,1,3,1,3,3,International,Economy,Dallas - San Jose
1764,F,50-64,13/1/2018,17-Nov,1,2,2,2,1,1,3,3,Domestic,Economy,San Diego - Philadelphia
1765,M,65+,13/1/2018,17-Dec,3,4,4,3,2,2,3,5,Domestic,Economy,Denver - Phoenix
1766,M,50-64,13/1/2018,18-Jan,5,5,5,4,4,5,5,5,International,Economy,London - Miami
1767,F,65+,13/1/2018,17-Dec,1,4,3,3,1,2,3,5,Domestic,Economy,Traverse City - Albuquerque
1768,M,35-49,13/1/2018,17-Dec,4,5,5,5,3,5,5,5,International,Economy,Paris - Chicago
1769,M,50-64,13/1/2018,17-Dec,5,5,5,5,5,5,5,5,International,Economy,New York City - London
1770,F,50-64,2018/12/1 0:00,17-Dec,2,3,3,3,2,3,3,4,Domestic,Economy,Dallas - Reno
1771,F,50-64,2018/12/1 0:00,17-Dec,3,4,3,2,3,4,1,1,Domestic,Economy,Tampa - San Francisco
1772,F,50-64,2018/12/1 0:00,,4,5,5,5,4,3,4,5,International,Economy,Tucson - San Jose
1773,M,35-49,2018/12/1 0:00,17-Dec,3,4,4,3,3,4,3,4,Mexico,Economy,Washington DC - Cozumel
1774,M,35-49,2018/12/1 0:00,17-Sep,3,1,4,1,3,4,2,4,Domestic,Economy,Los Angeles - Miami
1775,F,65+,2018/12/1 0:00,17-Nov,5,5,5,5,5,5,5,5,International,Business Class,Tokyo - Dallas
1776,F,35-49,2018/12/1 0:00,17-Dec,3,2,4,4,3,1,3,3,Domestic,Business Class,San Diego - Philadelphia
1777,M,25-34,2018/12/1 0:00,17-Dec,3,5,5,5,4,3,5,5,Domestic,Economy,Salt Lake City - Kailua-Kona
1778,M,50-64,2018/12/1 0:00,17-Dec,3,4,4,3,3,3,5,4,Domestic,Economy,Denver - Los Angeles
1779,M,50-64,2018/12/1 0:00,17-Dec,5,5,5,5,5,5,5,5,International,Business Class,Auckland - Los Angeles
1780,M,18-24,2018/12/1 0:00,17-Dec,5,5,4,5,5,2,4,3,International,Economy,London - New York City
1781,F,50-64,2018/11/1 0:00,18-Jan,3,5,4,5,3,1,4,5,Domestic,Economy,Charlotte - Las Vegas
1782,F,65+,2018/11/1 0:00,18-Jan,4,5,4,3,4,3,4,4,Domestic,Economy,Miami - San Diego
1783,F,35-49,2018/11/1 0:00,17-Dec,4,5,4,4,4,5,4,5,International,Economy,Rio de Janeiro - New York City
1784,F,50-64,2018/11/1 0:00,18-Jan,5,5,5,4,5,5,5,5,Domestic,Economy,Washington DC - Key West
1785,M,50-64,2018/10/1 0:00,18-Jan,3,3,4,3,3,3,3,4,Domestic,Economy,Dallas - Nashville
1786,F,50-64,2018/10/1 0:00,18-Jan,3,5,5,2,3,1,3,3,International,Economy,Dayton - Inverness
1787,F,50-64,2018/10/1 0:00,18-Jan,4,2,4,4,4,3,4,5,Domestic,First Class,Chicago - San Jose
1788,F,65+,2018/10/1 0:00,18-Jan,4,2,2,4,4,4,1,4,USA,Business Class,Cancun - Tucson
1789,M,50-64,2018/10/1 0:00,17-Dec,1,1,3,1,1,2,1,1,Domestic,First Class,Denver - Miami
1790,M,50-64,2018/9/1 0:00,17-Dec,3,5,5,3,3,3,4,5,Domestic,First Class,Orange - Phoenix
1791,M,35-49,2018/9/1 0:00,17-Dec,3,4,4,3,4,3,4,5,International,Economy,Cali - Minneapolis
1792,F,35-49,2018/9/1 0:00,17-Nov,5,5,5,5,5,5,5,5,Domestic,Economy,Dallas - Houston
1793,F,35-49,2018/9/1 0:00,17-Dec,5,5,5,5,5,3,5,5,Domestic,Economy,Louisville - Charlotte
1794,M,65+,2018/9/1 0:00,17-Dec,3,3,3,2,3,3,4,2,International,Economy,Charlotte - London
1795,M,50-64,2018/8/1 0:00,17-Dec,2,3,3,2,2,2,2,3,Domestic,Economy,Abilene - New Orleans
1796,M,50-64,2018/8/1 0:00,18-Jan,4,4,4,3,4,4,3,3,Domestic,First Class,New York City - Dallas
1797,M,25-34,2018/8/1 0:00,18-Jan,1,1,4,1,3,3,1,3,International,Economy,Dallas - London
1798,M,50-64,2018/8/1 0:00,17-Dec,3,1,4,4,3,4,1,3,Domestic,Business Class,Columbus - Orlando
1799,F,35-49,2018/8/1 0:00,17-Dec,5,5,5,5,5,5,4,5,International,Economy,London - Miami
1800,F,50-64,2018/8/1 0:00,17-Sep,5,5,5,5,5,5,5,5,Domestic,Economy,Miami - Vail
1801,F,50-64,2018/8/1 0:00,,3,4,4,2,4,4,4,4,International,Economy,London - Miami
1802,M,65+,2018/8/1 0:00,17-Dec,5,5,5,5,5,5,5,5,Domestic,Economy,Newark - Wichita
1803,M,35-49,2018/8/1 0:00,,4,5,5,4,4,4,5,4,Domestic,Economy,Dallas - New Orleans
1804,M,35-49,2018/7/1 0:00,18-Jan,4,4,4,3,3,4,3,5,Domestic,Economy,Detroit - Miami
1805,M,35-49,2018/7/1 0:00,18-Jan,3,5,3,4,5,3,4,5,International,Business Class,London - Dallas
1806,M,35-49,2018/7/1 0:00,17-Dec,2,3,2,2,3,1,2,1,International,Economy,New York City - Zurich
1807,M,35-49,2018/7/1 0:00,17-Dec,2,3,3,2,2,3,3,3,Domestic,Economy,Chicago - Orange
1808,M,65+,2018/7/1 0:00,17-Dec,4,4,5,4,4,4,4,5,Domestic,Economy,Austin - Chicago
1809,M,65+,2018/7/1 0:00,,4,4,2,4,4,2,4,4,International,Business Class,San Jose - San Jose
1810,M,65+,2018/7/1 0:00,17-Dec,2,1,3,1,2,1,2,2,Domestic,Economy,Corpus Christi - Indianapolis
1811,F,65+,2018/7/1 0:00,17-Sep,4,5,5,4,4,4,5,5,Domestic,Economy,McAllen - Portland
1812,M,65+,2018/7/1 0:00,18-Jan,5,5,5,5,4,5,5,5,Caribbean,Economy,Indianapolis - Grand Cayman
1813,F,25-34,2018/7/1 0:00,17-Dec,4,3,4,4,3,3,3,1,International,Economy,Lima - Baltimore
1814,M,50-64,2018/7/1 0:00,17-Dec,2,3,2,1,2,3,2,2,USA,Economy,Mexico City - Miami
1815,F,50-64,2018/6/1 0:00,17-Dec,4,4,4,4,4,4,3,4,Domestic,Economy,Los Angeles - New York City
1816,M,35-49,2018/6/1 0:00,,3,5,5,5,3,5,5,5,USA,Economy,Toronto - Miami
1817,M,50-64,2018/6/1 0:00,17-Dec,5,2,3,1,5,5,2,4,Domestic,Economy,Honolulu - Los Angeles
1818,M,50-64,2018/6/1 0:00,18-Jan,5,5,5,5,5,5,5,5,Domestic,Economy,Dallas - Honolulu
1819,F,35-49,2018/6/1 0:00,17-Dec,3,2,3,1,3,2,2,1,Domestic,Economy,Miami - Chicago
1820,M,50-64,2018/6/1 0:00,18-Jan,4,5,5,4,5,5,5,5,Domestic,Business Class,Miami - Raleigh
1821,M,50-64,2018/6/1 0:00,17-Dec,4,5,5,3,4,5,5,5,Domestic,Economy,Portland - Chicago
1822,M,50-64,2018/6/1 0:00,17-Dec,3,5,5,1,2,4,4,5,Domestic,Economy,New York City - Austin
1823,F,50-64,2018/6/1 0:00,17-Dec,4,4,4,5,4,3,3,4,Domestic,First Class,Charlotte - Washington DC
1824,M,50-64,2018/6/1 0:00,17-Dec,4,5,4,2,5,3,4,5,Caribbean,Economy,Miami - Antigua
1825,M,50-64,2018/5/1 0:00,18-Jan,4,5,4,3,4,1,4,4,Domestic,Economy,Atlanta - Chicago
1826,M,65+,2018/5/1 0:00,18-Jan,1,1,4,1,1,1,1,4,Domestic,Economy,Philadelphia - Dallas
1827,M,35-49,2018/5/1 0:00,17-Dec,3,3,4,3,3,4,3,4,Caribbean,Economy,San Antonio - Aruba
1828,M,35-49,2018/5/1 0:00,17-Dec,3,4,3,3,3,2,3,3,Domestic,Economy,New Orleans - Washington DC
1829,F,35-49,2018/4/1 0:00,17-Nov,3,4,2,4,2,2,3,4,International,Economy,Montego Bay - Dallas
1830,M,65+,2018/4/1 0:00,17-Apr,4,5,5,3,5,4,5,5,International,Economy,Buenos Aires - New York City
1831,F,35-49,2018/4/1 0:00,,2,4,2,2,1,3,1,4,Mexico,Business Class,Dallas - Puerto Vallarta
1832,M,65+,2018/4/1 0:00,17-Dec,5,5,5,3,5,1,4,5,Domestic,First Class,Providence - Phoenix
1833,F,50-64,2018/4/1 0:00,,5,5,5,5,5,5,5,5,Domestic,Economy,Richmond - Springfield
1834,M,65+,2018/4/1 0:00,18-Jan,5,5,5,5,5,4,5,5,International,Business Class,Paris - Philadelphia
1835,M,35-49,2018/4/1 0:00,17-Dec,4,5,4,4,4,5,4,5,International,Economy,Shannon - Los Angeles
1836,M,35-49,2018/4/1 0:00,17-Jul,4,4,4,4,4,3,4,4,International,Economy,Los Angeles - Manchester
1837,M,65+,2018/4/1 0:00,17-Jun,2,1,4,1,2,1,1,4,Domestic,Economy,Austin - Harrisburg
1838,F,25-34,2018/4/1 0:00,17-Dec,3,3,3,3,3,3,1,1,Domestic,Economy,New York City - San Francisco
1839,F,35-49,2018/3/1 0:00,18-Jan,3,2,3,3,3,2,3,2,Domestic,Business Class,Phoenix - Denver
1840,F,35-49,2018/3/1 0:00,17-Dec,3,3,3,4,4,3,3,2,International,Economy,London - Charlotte
1841,M,65+,2018/3/1 0:00,17-Jun,3,3,3,2,3,3,3,3,Domestic,Economy,Pittsburgh - Las Vegas
1842,F,50-64,2018/3/1 0:00,18-Jan,3,4,3,3,3,4,2,2,Domestic,First Class,San Diego - Indianapolis
1843,M,50-64,2018/3/1 0:00,18-Jan,3,4,3,3,4,4,4,4,Mexico,Economy,Dallas - Cancun
1844,M,65+,2018/3/1 0:00,17-Dec,3,4,3,3,3,3,3,4,Domestic,Economy,Phoenix - Miami
1845,M,50-64,2018/3/1 0:00,17-Dec,3,5,5,4,3,3,3,4,International,Economy,Philadelphia - Rome
1846,M,65+,2018/3/1 0:00,17-Jun,5,4,5,3,5,5,5,5,International,Economy,Punta Cana - Buffalo
1847,M,25-34,2018/3/1 0:00,17-Dec,1,3,4,1,3,3,1,3,Domestic,Economy,Newark - Dallas
1848,M,65+,2018/3/1 0:00,18-Jan,3,3,3,2,4,1,3,3,International,Economy,Bridgetown - Knoxville
1849,M,65+,2018/2/1 0:00,17-Dec,1,3,3,3,1,1,3,3,Canada,Economy,Miami - Toronto
1850,M,65+,2018/2/1 0:00,17-Dec,5,5,5,5,5,5,5,5,Domestic,Business Class,New York City - Los Angeles
1851,M,50-64,2018/2/1 0:00,17-Dec,4,5,5,5,4,4,5,5,International,Economy,San Salvador - Charlotte
1852,F,65+,2018/2/1 0:00,,4,5,5,3,5,1,3,5,Domestic,Economy,New York City - San Francisco
1853,M,50-64,2018/2/1 0:00,17-Dec,3,5,3,3,3,4,3,4,Domestic,Economy,Kalamazoo - Fort Lauderdale
1854,M,35-49,2018/2/1 0:00,17-Dec,2,1,1,3,3,2,1,3,International,Business Class,Miami - San Salvador
1855,M,65+,2018/2/1 0:00,17-Dec,4,4,4,3,4,3,3,5,Domestic,Economy,Charlotte - Tampa
1856,M,50-64,2018/2/1 0:00,,3,3,2,2,3,3,3,3,Domestic,Business Class,Miami - New York City
1857,F,50-64,2018/2/1 0:00,17-Dec,4,5,5,4,4,4,5,5,Mexico,First Class,Harrisburg - Cancun
1858,M,50-64,2018/2/1 0:00,17-Dec,4,4,4,3,4,5,3,5,International,Business Class,Charlotte - San Jose
1859,M,35-49,2018/2/1 0:00,17-Dec,3,3,3,3,3,2,2,3,USA,Economy,Los Cabos - Dallas
1860,M,35-49,2018/2/1 0:00,17-Dec,4,4,4,4,4,4,4,4,International,Economy,Hamilton - Miami
1861,M,35-49,2018/2/1 0:00,17-Nov,4,5,5,5,5,4,4,5,International,First Class,Raleigh - London
1862,M,50-64,2018/1/1 0:00,17-Dec,5,4,5,4,5,5,4,3,International,Business Class,New York City - London
1863,M,50-64,2018/1/1 0:00,17-Dec,3,3,3,3,3,4,3,3,Domestic,Economy,New York City - Los Angeles
1864,M,50-64,2018/1/1 0:00,18-Jan,2,3,3,1,3,3,2,1,International,Economy,Frankfurt - Mexico City
1865,F,25-34,2018/1/1 0:00,17-Dec,5,5,4,4,4,2,4,4,Domestic,Economy,Portland - Miami
1866,M,50-64,2018/1/1 0:00,17-Dec,5,5,5,5,5,5,4,5,International,Economy,Hong Kong - Dallas
1867,M,35-49,2018/1/1 0:00,17-Dec,4,3,2,1,4,1,2,3,Domestic,First Class,Detroit - Orlando
1868,M,65+,2018/1/1 0:00,18-Jan,3,5,5,5,3,1,5,5,Domestic,Economy,Jacksonville - Miami
1869,M,65+,2018/1/1 0:00,,5,5,5,5,5,4,5,5,Domestic,First Class,Killeen - Salt Lake City
1870,M,50-64,2018/1/1 0:00,17-Dec,5,5,5,5,5,4,4,5,Domestic,First Class,Fort Walton Beach - Dallas
1871,M,50-64,2018/1/1 0:00,17-Dec,3,3,3,2,3,1,1,4,International,Economy,Manchester - Chicago
